price_billion,area_m2,bedrooms_num,district,direction,furniture_std,legal_std,floors_num,frontage_m,road_width_m
15.5,112.0,4.0,Khác,Không rõ,Không rõ,Không rõ,4.0,5.0,4.0
14.5,52.0,5.0,Ba Đình,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,5.0,3.0
12.9,38.0,3.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,3.8,4.0
5.55,38.0,4.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,4.0
3.7,34.0,2.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.0,2.5
14.6,65.0,4.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
5.95,38.0,4.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
14.7,68.0,4.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,10.0
7.85,60.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,2.5
14.8,72.0,4.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
11.35,53.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,4.0
11.7,65.0,4.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,3.5
13.5,53.3,9.0,Nam Từ Liêm,Nam,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
16.5,40.0,1.0,Thanh Xuân,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,1.0,3.5,7.0
20.5,70.0,6.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,4.2
23.8,51.0,6.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,7.0
22.5,46.0,6.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.1,5.0
6.2,68.0,4.0,Khác,Bắc,Không rõ,Sổ đỏ/Sổ hồng,3.0,4.0,4.0
6.18,43.0,3.0,Khác,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,4.0,3.5
6.95,30.0,3.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.5
5.3,40.0,4.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,4.0
7.75,31.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.5,3.0
27.2,85.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
25.5,83.0,6.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.5,20.0
6.6,45.0,4.0,Long Biên,Không rõ,Không rõ,Khác,5.0,4.5,5.0
20.0,92.0,5.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
6.2,32.0,3.0,Bắc Từ Liêm,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,3.0,3.0
14.0,48.0,4.0,Long Biên,Không rõ,Không rõ,Không rõ,5.0,5.0,12.0
11.5,80.0,4.0,Long Biên,Không rõ,Không rõ,Khác,3.0,4.2,5.0
27.0,50.0,4.0,Ba Đình,Đông - Bắc,Không rõ,Không rõ,7.0,3.8,4.0
6.4,44.0,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
6.25,25.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
5.0,25.0,4.0,Hai Bà Trưng,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
14.8,70.0,5.0,Long Biên,Không rõ,Không rõ,Không rõ,6.0,5.3,12.0
5.0,26.0,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
7.6,40.0,5.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.2,5.0
5.85,34.0,4.5,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
6.3,32.0,3.0,Thanh Xuân,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
8.9,48.0,4.0,Đống Đa,Không rõ,Đầy đủ,Không rõ,5.0,4.5,3.3
9.25,48.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
8.5,46.0,4.0,Đống Đa,Không rõ,Không rõ,Không rõ,5.0,4.5,3.3
16.8,52.0,4.0,Đống Đa,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,3.5
10.8,79.3,5.0,Bắc Từ Liêm,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng,3.0,5.0,4.0
5.1,19.0,2.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,4.5,3.3
7.93,43.0,5.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
3.2,18.0,2.0,Hai Bà Trưng,Không rõ,Không nội thất,Sổ đỏ/Sổ hồng,3.0,2.7,2.0
19.5,73.7,20.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,7.0,3.3
29.9,75.0,24.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,6.0
4.6,40.0,4.0,Hoài Đức,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.6,3.25
17.9,78.3,18.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,3.0
14.0,45.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
9.8,35.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
32.5,80.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,5.5,4.5,3.5
30.5,134.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
23.9,95.6,24.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.5,3.0
7.7,45.0,5.0,Hoàng Mai,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
12.6,57.0,11.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,5.0
12.3,50.0,4.0,Nam Từ Liêm,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,6.0
12.85,52.7,3.0,Nam Từ Liêm,Đông - Bắc,Cơ bản,Sổ đỏ/Sổ hồng,4.0,3.47,2.5
12.2,50.0,4.0,Nam Từ Liêm,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.5,5.8
9.5,45.0,4.0,Nam Từ Liêm,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,5.0,3.5
7.58,35.0,3.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
22.69,75.0,21.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,7.1,4.0
8.55,43.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
16.9,84.3,25.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,6.0,3.3
13.5,52.0,3.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,4.8,50.0
32.5,70.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,15.0,4.0
5.95,34.0,3.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
33.0,105.0,5.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,1.0,10.0,4.0
17.0,42.0,6.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.6,4.0
8.3,39.4,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
26.9,85.0,24.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,7.0,4.0
13.5,40.0,3.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.6,10.0
17.0,55.0,4.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.5
40.9,90.0,21.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.0,3.3
16.8,50.0,10.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,5.0,4.0
35.0,120.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,9.0,12.0,3.5
17.1,45.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,5.0,6.0
7.8,43.0,5.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,4.0
21.9,72.0,18.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.0,3.3
9.0,35.0,3.0,Nam Từ Liêm,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,3.0
7.2,55.0,4.0,Khác,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,2.2
20.5,90.0,4.0,Khác,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,5.0,4.0
14.98,96.0,4.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,10.0,4.0
9.75,35.0,4.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,5.0,4.25,4.0
20.9,66.4,22.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,6.0,2.5
11.0,40.0,4.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.0,6.0
7.8,42.0,5.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,4.0
33.0,92.3,5.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,7.1,2.0
6.35,28.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.3,3.3
20.9,75.0,20.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.0,3.3
3.6,30.0,3.0,Khác,Đông - Bắc,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.0,2.0
11.69,29.0,3.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,5.0
8.0,36.0,3.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,2.0
9.5,36.0,3.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,3.8,2.0
19.0,79.0,17.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,5.0,4.0
9.3,33.0,7.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
8.1,35.0,3.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.1,4.0
5.8,35.0,3.0,Khác,Nam,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,4.0
11.89,45.0,3.0,Long Biên,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.0,4.5
12.8,50.0,4.0,Long Biên,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.0,5.0
9.35,45.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
13.0,43.0,4.0,Hà Đông,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,7.0
24.0,60.0,6.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
25.0,85.0,6.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
30.0,60.0,6.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.5,6.0
10.8,58.0,5.0,Khác,Nam,Cơ bản,Sổ đỏ/Sổ hồng,2.0,4.0,12.0
16.35,37.0,3.0,Ba Đình,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.6,4.0
8.8,35.0,4.0,Ba Đình,Không rõ,Không rõ,Không rõ,5.0,5.0,4.0
18.95,85.0,5.0,Thanh Xuân,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.0,3.5
20.0,50.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
8.8,36.0,3.0,Hà Đông,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,4.5,4.0
14.25,40.0,5.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.1,10.0
14.9,45.0,3.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,50.0
18.0,50.0,4.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,4.0,6.0
15.0,50.0,6.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.8,10.0
7.4,38.0,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
10.68,68.0,4.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,5.0,5.0
9.0,35.0,5.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.2,4.0
9.0,35.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.0,3.0
6.9,24.0,3.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
9.1,45.0,4.0,Hai Bà Trưng,Không rõ,Không rõ,Không rõ,5.0,4.5,3.0
9.0,40.0,4.0,Hoàng Mai,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,7.0,4.25,4.0
7.9,30.0,4.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.2,4.0
15.6,55.0,12.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,5.2,4.0
15.9,51.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
34.0,102.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
14.8,48.0,5.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.6,10.0
26.5,93.0,4.0,Khác,Không rõ,Không rõ,Không rõ,4.0,5.0,4.0
7.5,60.0,2.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,4.2,4.0
22.0,54.0,4.0,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,7.0,5.0
30.0,175.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
43.5,160.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
34.0,72.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,4.8,6.0
59.0,170.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
21.5,62.0,5.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,6.0,4.8,6.0
12.95,66.0,4.5,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.0,5.0
30.0,120.0,4.5,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,8.0,5.0
7.2,35.5,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,3.2,2.5
31.0,100.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,9.0,7.0
23.0,88.0,18.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,6.9,5.0
8.1,38.0,3.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,4.0
19.0,80.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.5,3.5
33.0,105.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
29.9,95.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.5,6.0
32.0,70.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
20.0,65.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
35.0,90.0,5.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,7.0,3.5
37.5,135.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.0,6.0
21.9,68.0,4.5,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,6.6,5.0
30.0,75.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.8,9.0
55.0,120.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,9.0,8.0,6.0
32.5,80.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
13.2,68.0,10.0,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,6.0,5.0
13.0,66.0,4.5,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.0,5.0
30.0,125.0,4.5,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,8.0,5.0
35.82,112.0,22.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,8.6,4.5
6.58,33.0,3.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,3.6,4.0
9.5,37.0,3.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.0,3.3
41.0,150.0,4.5,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
34.0,94.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
6.18,28.0,3.0,Ba Đình,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,3.3,5.0
57.0,130.0,5.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,8.0,6.0,5.0
14.79,45.0,4.5,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,6.0,5.0
43.5,155.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,4.8,6.0
26.5,120.0,4.5,Bắc Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,6.0,5.0
16.4,44.0,2.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,2.0,4.5,6.0
21.4,50.0,3.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,5.8,11.0
47.0,125.0,4.5,Bắc Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,6.0,10.0
16.8,50.0,4.0,Thanh Xuân,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,7.0,4.5,5.0
16.5,50.0,6.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.5,4.0
14.3,79.0,17.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,8.0,4.5,3.3
12.7,38.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
56.0,180.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
7.9,36.0,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,7.2,4.0
25.95,75.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
12.0,65.0,4.0,Long Biên,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.0,3.0
9.85,33.4,3.0,Hoàng Mai,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,5.5,20.0
7.9,38.0,3.0,Hai Bà Trưng,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
13.9,70.0,12.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.5,3.3
12.0,43.0,4.0,Hai Bà Trưng,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,4.0,3.0
11.8,38.0,4.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.0,3.0
30.0,70.0,8.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,5.5,8.0
14.5,85.0,18.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,8.0,8.0,3.3
23.0,48.0,4.0,Đống Đa,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
11.45,45.0,9.0,Thanh Xuân,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
8.98,31.0,4.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,5.0,4.25,4.0
18.0,33.0,4.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.0,6.0
15.6,55.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,5.5,4.5,3.5
14.8,40.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.0
22.25,55.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.5,6.0
6.38,18.6,3.0,Hai Bà Trưng,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,3.45,1.9
6.9,23.0,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.0,4.0
12.0,60.0,10.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.5,3.3
25.3,50.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.0,10.0
13.9,46.0,11.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.5,4.5,3.5
26.8,70.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.0,6.0
13.0,40.0,3.0,Hà Đông,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,4.0,12.0
7.15,33.0,4.0,Đống Đa,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.5,3.3
7.7,39.0,3.0,Long Biên,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,5.0,8.0
10.0,54.0,5.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.25,4.0
7.79,50.5,4.0,Hoàng Mai,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.25,4.0
11.8,50.0,3.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,6.0,6.3,8.0
14.9,50.0,5.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
32.8,90.0,5.0,Nam Từ Liêm,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,7.0,15.0,8.0
23.5,60.0,3.0,Cầu Giấy,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,5.0,6.0
19.0,37.9,3.0,Đống Đa,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng,3.0,3.5,8.0
7.0,35.0,3.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,5.0,4.0,3.0
8.8,35.0,3.0,Thanh Xuân,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,3.5,3.0
6.9,33.0,3.0,Long Biên,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng,4.0,4.0,2.5
21.0,46.0,4.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,4.2
12.5,50.0,4.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,6.0,6.0,5.0
26.6,65.0,6.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.0,6.0
39.8,88.0,4.0,Ba Đình,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,9.0,5.0,8.0
12.0,41.0,4.0,Hai Bà Trưng,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,4.5,3.0
18.5,50.0,5.0,Cầu Giấy,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,5.0,4.8,6.0
15.0,60.0,4.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,5.0,4.25,4.0
16.5,42.0,4.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,4.0,4.6,6.0
10.0,50.0,4.0,Ba Đình,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,4.0,5.0,4.0
14.9,40.0,6.0,Nam Từ Liêm,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,4.2,5.0
41.5,136.0,23.0,Đống Đa,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,7.0,6.5,3.3
13.7,70.0,3.0,Tây Hồ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng,3.0,6.0,5.0
8.5,40.0,3.0,Hà Đông,Tây - Bắc,Không rõ,Sổ đỏ/Sổ hồng,4.0,4.0,4.0
21.9,70.0,6.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,6.2,5.0
50.0,160.0,5.0,Tây Hồ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,5.0,11.0,5.0
27.0,70.0,5.0,Cầu Giấy,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng,6.0,4.8,6.0
